"title","wikibase_item","Studio"
"家在香港 (電影)","Q14149424","studio = [[嘉禾電影"
"阿達一族2","Q204725","studio = | distributor = [[派拉蒙影業]] "
"白发魔女传之明月天国","Q15969441","studio = {{flagicon"
"圣女贞德 (1999年电影)","Q1140257","studio = [[高蒙电影公司"
"你是我的勇氣","Q25136465","studio = {{Plainlist"
"人間喜劇 (電影)","Q6461928","studio = 尚品電影有限公司<br>電影發展基金 "
"絕對目標—豺狼末日","Q167437","studio = {{le"
"魔戒：洛汗人之戰","Q107210110","studio = {{Plain list"
"寶米恰恰","Q3183380","studio = {{plainlist "
"浮城 (電影)","Q8563842","studio = {{flagicon"
"曼德拉效應 (電影)","Q82067159","studio = Periscope Entertainment "
"殺戮房間","Q116771180","studio = {{Plain list"
"钢铁苍穹","Q158398","studio = Energia Productions "
"終極堡壘2","Q106879965","studio = {{Plainlist"
"終極鬥士3：贖罪","Q1092933","studio = {{le"
"末日危城：王者之役","Q166031","studio = Boll KG Productions<br />Herold Productions<br />{{link-en"
"限制級褓母","Q1192363","studio = {{plainlist"
"絕世英豪","Q839596","studio = [[试金石影业]] "
"蓝色海湾","Q84010895","studio = {{Plainlist"
"切·格瓦拉 (电影)","Q28039175","studio = Telecinco<br />Wild Bunch<br />Section Eight Productions "
"我這樣過了一生","Q15924837","studio = [[中央電影公司]] "
"米芝蓮摘星奇緣","Q15220568","studio = [[试金石影业]]<br>[[梦工厂]]<br>[[Reliance Entertainment]]<br>[[Participant Media]]<br>[[Image Nation]]<br>[[Amblin Entertainment]]<br>[[Harpo Films]] "
"拼命戰羊","Q139326","studio = Wild Bunch<br>Saturn Films<br>[[戴倫·艾洛諾夫斯基"
"修女也疯狂2","Q1140762","studio = [[试金石影业]] "
"食破天驚2","Q277157","studio = [[Sony Pictures Animation]] "
"凱薩萬歲！","Q18516636","studio = [[Working Title Films"
"魅惑","Q27684970","studio = {{Plainlist"
"我愛夜來香",NA,"studio = [[新藝城影業有限公司]]<ref>{{cite web "
"野獸良民","Q208572","studio = | distributor = [[新線影業"
"超危險駕駛","Q85811980","studio = {{le"
"甘草比萨","Q102036245","studio = {{Plainlist"
"茉莉花开","Q1012729","studio = | distributor = {{中國大陸}}北京光線影業有限公司 "
"性爱巴士","Q930746","studio = [[Fortissimo Films]]<br />[[Q (television network)"
"绝美之城","Q6379279","studio = Medusa Film<br />Indigo Film "
"神女 (電影)","Q2057159","studio = [[聯華影業公司]] "
"保鑣 (2018年電影)","Q55598377","studio = {{Plainlist"
"美人鱼 (1984年电影)","Q1127184","studio = [[试金石影业]] "
"泳出新生","Q106706738","studio = {{plainlist"
"四大天王 (電影)","Q7739271","studio = Man 5 Production Ltd.<br>[[高先電影有限公司]] "
"藝術學院 (電影)","Q116577110","studio = | released = {{Film date"
"末日迷蹤 (2014年電影)","Q12071513","studio = Stoney Lake Entertainment "
"惡魔刑事錄","Q14370012","studio = [[傑瑞·布洛克海默"
"莫斯科保衛戰 (電影)","Q2634496","studio = [[莫斯科電影製片廠]]<br />[[德國電影股份公司]]<br />{{link-en"
"誰可以這樣愛我","Q97182477","studio = {{Plainlist"
"野獸之瞳","Q17511146","studio = [[一百年電影有限公司]]<br />[[尚品電影有限公司]] "
"月黑風高殺人夜","Q622240","studio = [[The Mirisch Corporation]] "
"飛龍再生","Q375775","studio = [[英皇娛樂集團有限公司"
"看你往哪跑","Q105319897","studio = {{lang"
"馭風男孩","Q60738660","studio = {{le"
"地球再發育","Q500460","studio = {{le"
"奏鳴曲 (電影)","Q1339178","studio = [[松竹]] "
"河流 (電影)","Q2059540","studio = [[中影股份有限公司"
"魔屋 (1972年电影)","Q1141504","studio = {{plainlist"
"冬眠 (电影)","Q15921329","studio = {{Plainlist "
"第四公民","Q18218448","studio = {{Plainlist"
"妖魔大鬧唐人街","Q859494","studio = TAFT Entertainment Pictures<br>SLM Production Group "
"打獵季節","Q213012","studio = [[索尼動畫]] "
"秘語夢境","Q105759872","studio = {{le"
"被遺忘的戰役","Q95630703","studio = {{Plainlist"
"妖夜尋狼前傳之狼神誕生","Q755715","studio = {{link-en"
"臉 (電影)","Q1139528","studio = 汯呄霖電影有限公司"
"紅塵百劫","Q2235380","studio = {{tsl"
"感謝您為國效力 (電影)","Q23755714","studio = {{Plainlist"
"驚夢49天","Q96904851","studio = 世華文化創意事業有限公司 "
"仙履奇緣3：時間魔法","Q1092313","studio = [[華特迪士尼影片]]<br>[[迪士尼卡通工作室]] "
"舞力全開5 3D","Q15715663","studio = {{link-en"
"速成家庭","Q50649533","studio = Closest to the Hole Productions "
"檸檬可樂 (電影)","Q11122442","studio = [[邵氏兄弟（香港）有限公司]] "
"就爱断舍离","Q63974958","studio = Happy Ending Film<br>Very Sad Pictures "
"虐之戀",NA,"studio = [[聯登投資有限公司]] "
"硬核大战","Q20982361","studio = [[华谊兄弟]]<br>Bazelevs<br>Versus Pictures "
"警網鐵金剛","Q261209","studio = {{Plainlist"
"八星抱喜","Q4727756","studio = [[天馬電影]]、[[樂視影業]]、上海合禾影視 "
"DIVA華麗之後","Q10846891","studio = [[英皇電影]]<br>珠江影业传媒股份有限公司 "
"超人高校","Q858508","studio = {{Plainlist"
"侵密室友","Q55392278","studio = {{Plainlist"
"戰略陰謀：神鬼狙擊手","Q24806911","studio = {{Plainlist"
"陰宅 (2005年電影)","Q471054","studio = {{Plainlist"
"捍胃戰士","Q966690","studio = [[华纳兄弟动画公司"
"八腳怪","Q151946","studio = {{link-en"
"怒火狂飆","Q1259409","studio = [[Millennium Films]]<br/>[[Nu Image]]<br/>[[Saturn Films]] "
"換腦行動","Q18149041","studio = {{Plain list "
"猜火車2","Q23758755","studio = {{Plainlist"
"我要高飛 (1980年電影)","Q1351911","studio = [[美高梅"
"震撼擂台","Q17276718","studio = {{Plain list "
"疤面","Q471306","studio = The Caddo Company "
"冰雪奇缘：生日惊喜","Q18398561","studio = {{Plainlist"
"芭比與胡桃鉗的夢幻之旅","Q25733","studio = {{link-en"
"天鵝湖公主芭比","Q138718","studio = {{link-en"
"史酷比 (电影)","Q936302","studio = [[马赛·克媒体·集团]] "
"刀鋒戰士3","Q217008","studio = [[新線影業]]<br />[[漫威娛樂"
"混混天團","Q11153634","studio = 海樂影業有限公司<br>先豐國際整合行銷有限公司 "
"藍精靈：迷失的村莊","Q15985075","studio = [[索尼動畫]]<br>{{link-en"
"他的最後願望","Q55635341","studio = {{Plainlist"
"瀟灑搶一回","Q20762674","studio = {{Plainlist"
"神經刀與飛天貓","Q5463390","studio = {{TWN}}：[[長宏影視]] "
"失控 (電影)","Q14339915","studio = Shoebox Films<br />IM Global "
"烈火邊境","Q19730988","studio = {{plainlist"
"抓狂美術館","Q27237522","studio = Plattform Produktion "
"超級經理人","Q13534379","studio = {{flagicon"
"虎尾 (电影)","Q56281252","studio = {{Plainlist"
"情事 (意大利電影)","Q514531","studio = 西诺·戴尔·达卡 "
"桃色風雲搖擺狗","Q623443","studio = Baltimore Pictures<br />{{link-en"
"生存者 (2016年電影)","Q20814798","studio = {{Plainlist"
"幻之光","Q3273809","studio = | distributor = "
"正義聯盟：閃電俠之逆轉","Q12125315","studio = [[華納兄弟動畫]]<br>[[DC漫畫]] "
"獄火重生：金昌洙","Q28699638","studio = BA Entertainment、Movie Square Pictures "
"練習曲 (電影)","Q5928635","studio = 縱橫國際影視股份有限公司 "
"伴娘我最大","Q837264","studio = [[相對論傳媒]]<ref name=""Relativity"">{{cite web "
"彩虹小馬：小馬國女孩—彩虹搖滾","Q15728879","studio = [[孩之寶工作室]]<br>[[DHX Media]] "
"非法999","Q17144452","studio = {{link-en"
"重案實錄O記","Q3347519","studio = [[萬能影業有限公司]] "
"偷天遊戲","Q1216770","studio = {{link-en"
"得閒炒飯","Q2837459","studio = 影王朝有限公司 "
"永久居留","Q1057852","studio = 高先電影有限公司 "
"全員惡人最終章","Q29825890","studio = {{Plainlist"
"飛上枝頭變烏鴉","Q20992484","studio = {{le"
"東京家族 (電影)","Q11524787","studio = [[松竹]]<br />[[住友商事]]<br />[[テレビ朝日]]<br />[[衛星劇場]]<br />[[博報堂DYメディアパートナーズ]]<br />[[講談社]]<br />[[日本出版販売"
"第六感追緝令2","Q810012","studio = {{link-en"
"Live殺人網站","Q947355","studio = {{Plainlist"
"送信到哥本哈根","Q2482907","studio = [[Walden Media]]<br />[[Film and General]] "
"西楚霸王 (电影)","Q5225834","studio = 巨龍電影香港有限公司 "
"香港舞男","Q28414796","studio = 德祿影業有限公司 "
"機動警察劇場版","Q497306","studio = [[Production I.G]]<br>[[萬代影視]] "
"馬羅 (2022年電影)","Q109510942","studio = {{Plainlist"
"至暗之时","Q964657","studio = Regency Enterprises "
"鬼娃新娘之鬼娃也有種","Q925421","studio = La Sienega Productions<br />David Kirschner Productions "
"校墓處","Q986522","studio = 星空傳媒發行製作有限公司<br>基本映畫有限公司 "
"十三刺客 (2010年電影)","Q186810","studio = | distributor = {{flagicon"
"對倒","Q55719261","studio = [[伍垃德"
"轟天龍虎會","Q16202837","studio = 富艺电影制作有限公司 "
"水銀蒸發令","Q267321","studio = [[Imagine Entertainment]] "
"停車 (電影)","Q3365468","studio = 甜蜜生活製作有限公司<br>美商美國環球影片股份有限公司臺灣分公司 "
"衝鋒飛車隊續集","Q426663","studio = {{link-en"
"女高怪談3：狐狸階梯","Q487541","studio = | distributor = [[CINE2000]] "
"心靈投手","Q1212198","studio = [[華特迪士尼影業]] "
"超级马里奥兄弟 (电影)","Q535550","studio = {{Plainlist"
"科技浩劫","Q17050502","studio = {{Plainlist"
"魔宮傳奇 (1986年電影)","Q155018","studio = {{ubl"
"倒數反擊","Q59238943","studio = {{Plainlist"
"群龍戲鳳","Q3373968","studio = [[寶祥影業有限公司]] "
"龙年 (电影)","Q471932","studio = {{Plainlist"
"哥倫布傳","Q190765","studio = [[高蒙電影公司]]<br />Légende Enterprises<br />[[法国电视二台]]<br />[[Due West]]<br />CYRK Films "
"轟天復仇","Q3896119","studio = {{Unbulleted list"
"瘦魔人","Q32067466","studio = {{Plainlist"
"獄火重生","Q1355015","studio = {{plainlist"
"落跑雞：雞塊新時代","Q60836051","studio = {{Plainlist"
"寻找小糖人","Q287708","studio = Red Box Film<br>[[Passion Pictures]]<br>Canfield Pictures<br>[[瑞典电视台]]<br>[[Yle"
"龍鳳茶樓 (電影)","Q3272536","studio = 藝能影業有限公司 "
"新女性","Q785880","studio = [[联华影业公司]] "
"勝負反手拍","Q24067722","studio = {{Plainlist"
"戰略迷魂","Q3589","studio = [[斯科特·魯丁"
"賭王之王","Q832728","studio = {{lang"
"十全大補男","Q1146296","studio = Bel Air Entertainment "
"她媽媽的公主","Q1327078","studio = Les Productions Bagheera <br> [[Canal +]] <br> [[France 2]] "
"鋼琴課 (未上映電影)","Q117842630","studio = | distributor = [[Netflix]] "
"女郎我最兔","Q466959","studio = [[相對論傳媒]]<br />[[快樂麥迪遜]]<br />{{link-en"
"小教父","Q1055332","studio = {{link-en"
"全民小英雄","Q84598869","studio = {{le"
"OMG！我爱你...但不合时宜","Q116921394","studio = | distributor =[[GDH 559]] "
"不勞而禍","Q766427","studio = De Line Pictures<br />[[Platinum Dunes]] "
"風流劍客走天涯","Q313315","studio = [[Woodfall Film Productions]] "
"特朗勃","Q18692630","studio = {{Plainlist"
"冰峰逃生","Q27964596","studio = {{Plainlist"
"得閒飲茶","Q11071105","studio = [[映藝娛樂有限公司]]<br>得君有限公司 "
"108悍將","Q60590159","studio = {{plainlist"
"超人 (1978年電影)","Q213053","studio = Film Export A.G.<br />Dovemead Limited<br />International Film Productions "
"我們撞到外星人","Q1164753","studio = {{Plainlist"
"玩命直播","Q19865410","studio = Allison Shearmur Productions<br />Keep Your Head Productions<br />Supermarche "
"西班牙三紳士","Q736731","studio = [[華特迪士尼動畫工作室"
"女巫前傳 (上)","Q24797403","studio = Marc Platt Productions "
"双龙出手","Q3598715","studio = Emmett/Furla Films<br />Marc Platt Productions<br />[[Boom! Studios]] "
"惊涛飓浪","Q48674494","studio = {{plainlist"
"绝命派对","Q6061296","studio = 三和娛樂國際有限公司 "
"無野之城","Q1028330","studio = 高先電影有限公司 "
"歐洲歌唱大賽：火焰傳說","Q67456281","studio = {{Plainlist"
"終極獵殺令","Q84710090","studio = {{plainlist"
"美國狼人","Q467290","studio = {{Plainlist"
"戀愛恐慌症","Q11074357","studio = {{CHNML}}[[北京嘉信影視傳媒公司]]<br/>{{ROC}}[[犢影製作電影有限公司]] "
"不夜城 (小說)","Q18694677","studio = | distributor = {{flagicon"
"舞后","Q5215487","studio = JK Film "
"終極鬥士","Q1269212","studio = {{le"
"賈方復仇記","Q817261","studio = {{tsl"
"青春年少 (电影)","Q1347393","studio = [[试金石影业]]<br>美國實驗電影 "
"終極堡壘","Q106880585","studio = {{Plainlist"
"欢迎来到东莫村","Q496718","studio = Filmitsuda "
"數造天才","Q18134529","studio = BBC Films "
"杀戮演绎","Q7712287","studio = Final Cut for Real<br />DK "
"八公犬物語","Q1750530","studio = [[松竹]] "
"別闖陰陽界 (2017年電影)","Q26252643","studio = {{Plainlist"
"聖慾","Q55595776","studio = [[百代電影公司]]<br />SBS Productions "
"救難小福星 (電影)","Q106075513","studio = {{Plainlist"
"女高怪談2 鬼戀人","Q2505604","studio = | distributor = CINE2000 "
"限時救援 (2017年電影)","Q20649262","studio = {{ubl"
"天降財神 (1976年電影)","Q1195431","studio = British Lion Films "
"新羔羊醫生",NA,"studio = [[創夢星製作有限公司]] "
"年輕的維多利亞","Q755171","studio = [[Graham King"
"天劫：救贖之戰","Q18811589","studio = {{Plainlist"
"我們的星球","Q60747233","studio = | genre = [[原声音乐]]、[[古典音乐]] "
"潘尼沃斯 (電視劇)","Q57695644","studio = | genre = 電視劇原聲帶 "
"舞孃騙很大","Q61951916","studio = {{Plainlist"
"英雄不流淚","Q465009","studio = [[哥倫比亞影業]]<br>{{tsl"
"殘酷食人族","Q861445","studio = {{ubl"
"血肉森林3：帶原者","Q5015413","studio = {{plainlist"
"摇滚年代","Q651060","studio = [[Tobey Maguire"
"无法无天 (2012年电影)","Q253901","studio = {{link-en"
"粉红豹 (2006年电影)","Q844497","studio = [[罗伯特·席梦思工作室]] "
"浪漫風暴","Q1127709","studio = {{ubl"
"曼羅奇遇記","Q16248866","studio = {{Plain list"
"愛情摩天輪","Q27703144","studio = {{Plainlist"
"古惑女之決戰江湖","Q10913325","studio = [[最佳拍檔有限公司]] "
"死間行動","Q85790963","studio = {{Plainlist"
"辣死你妈传人","Q110779894","studio = MIG Beats Sdn Bhd<br>NSP Entertainment Sdn. Bhd. <br>杏蒿草影片制作公司 "
"天下一大樂","Q30946667","studio = 延平電影工作室 "
"兩公婆今晚玩大咗","Q1139801","studio = | distributor = [[二十世紀霍士]] "
"東成西就2011","Q5328957","studio = 大地時代、[[發行工作室]]、北京金菲林、北京凯视芳华 "
"溝女不離三兄弟","Q15074451","studio = [[太陽娛樂文化有限公司]] "
"緊急追捕令","Q110206","studio = {{le"
"樂高玩電影2","Q23796643","studio = {{Plain list"
"謎飛空姐","Q55635222","studio = | genre = 電視劇原聲帶 "
"世界新闻 (电影)","Q73537408","studio = {{Plainlist"
"復仇好閨蜜","Q113258929","studio = {{link-en"
"我唾棄你的墳墓2","Q15039856","studio = [[CineTel Films]] "
"索命影帶2","Q7906333","studio = {{plainlist"
"八月三十一日，我在奧斯陸","Q401566","studio = | distributor = "
"來去美國","Q493755","studio = 艾迪·墨菲影業（{{lang"
"哭泣的男人","Q103817549","studio = {{Plainlist"
"蒐屍魔","Q1954593","studio = Fortress Features "
"深刻入骨","Q25136469","studio = {{Plainlist"
"政客誠實中","Q79277344","studio = Hong Film、Soo Film "
"小熊維尼大電影","Q922193","studio = [[华特迪士尼影业]]<br>[[華特迪士尼動畫工作室]] "
"吸血鬼就在隔壁","Q268824","studio = [[夢工廠]]<br />Reliance Entertainment<br />Michael De Luca Productions "
"一天 (韓國電影)","Q29652910","studio = Film Line "
"刀背藏身","Q43379942","studio = 保利影業投資有限公司 [中國]<br>北京文化·北京世紀夥伴文化傳媒有限公司 "
"枫 (电影)","Q65056112","studio = [[峨眉电影制片厂]] "
"猛男姦獄","Q939728","studio = [[Crystal Sky Pictures]]<br />Silver Nitrate<br />From Out of Nowhere Productions<br />Chicago Entertainment Partners "
"當真愛來敲門","Q895137","studio = [[米拉麥克斯影業]] "
"關鍵復仇","Q21218461","studio = {{ubl"
"暴力效應","Q300439","studio = 班德與史平克製片公司（BenderSpink） "
"恐怖拜訪","Q652592","studio = |distributor = [[華納兄弟]] "
"爱的初告白 (歌曲)","Q155016","studio = {{tsl"
"悲慘世界 (2019年電影)","Q63246549","studio = SRAB Films<br>Rectangle Productions<br>Lyly Films "
"發達秘笈",NA,"studio = 高志森製作有限公司 "
"星際寶貝2：史迪奇有問題","Q1122127","studio = {{Plainlist"
"阿嬰","Q87877516","studio = {{flagicon"
"上帝之手 (2021年电影)","Q104856751","studio = The Apartment "
"飛躍羚羊","Q85847899","studio = [[新藝城影業有限公司]] "
"惡女馬克白","Q28869534","studio = {{Plainlist"
"百货战警","Q1194768","studio = [[快樂麥迪遜]]<br />[[相對論傳媒]] "
"红气球 (1956年电影)","Q1199519","studio = Films Montsouris "
"琼斯先生","Q30963297","studio = Boy Jones Films<br />Film Produkcja<br />Kinorob "
"從地心竄出7：尖叫島","Q83726487","studio = {{Plainlist"
"芭比公主魅力學園","Q2762172","studio = {{link-en"
"迪克·特雷西","Q1209853","studio = [[试金石影业]]<br>穆赫兰制片公司 "
"菲洛梅娜","Q3381163","studio = {{Plain list "
"倒數行動","Q15715647","studio = {{link-en"
"霓虹惡魔","Q19750881","studio = {{Plainlist"
"幽靈空間","Q17763215","studio = [[傳奇影業]] "
"光靈","Q27825886","studio = {{Plainlist"
"神勇雙響炮","Q988036","studio = 寶禾影業有限公司<br>嘉峰電影有限公司 "
"阿達一族2 (2021年電影)","Q100292318","studio = {{Plain list"
"惩罚者 (2004年电影)","Q909802","studio = {{Plainlist"
"夜孔雀","Q19263880","studio = 尚世影业<br>海秀娱乐<br>Oudina Production "
"陰間大法師2","Q112865900","studio = {{Plain list"
"戰神傳說","Q6907590","studio = [[天幕製作"
"蜘蛛頭監獄","Q104094034","studio = {{Plainlist"
"艾达，怎么了？","Q97765712","studio = {{plainlist"
"新郎不是我","Q463938","studio = [[Original Film]] "
"仙樂飄飄","Q7991747","studio = 電影人製作有限公司 "
"非法移民 (電影)","Q96745625","studio = [[邵氏兄弟（香港）有限公司]] "
"阿特米斯奇幻歷險 (電影)","Q12302227","studio = {{Plainlist"
"戰略陰謀：終極獵殺","Q28170380","studio = {{Plainlist"
"美女與野獸：貝兒的奇幻世界","Q595300","studio = [[迪士尼卡通工作室]]<br />[[迪士尼电视动画公司]] "
"午夜人肉列車","Q2030471","studio = {{plainlist"
"封锁 (电影)","Q99897499","studio = {{Plainlist"
"天黑請斃命","Q107071554","studio = {{Plainlist"
"X檔案：征服未來","Q1129381","studio = {{link-en"
"幻影车神：魔盗激情","Q14948561","studio = [[Yash Raj Films]] "
"第一類型危險","Q3203073","studio = [[影藝電影有限公司]] "
"阿波羅18號 (電影)","Q29733","studio = [[提莫·貝克曼貝托夫"
"比得兔兔","Q61951873","studio = {{Plainlist"
"歡迎光臨奇幻城堡","Q29514872","studio = {{Plainlist"
"判決 (電影)","Q28923729","studio = {{Plainlist"
"鬼馬智多星",NA,"studio = [[新藝城影業有限公司]]<ref>{{cite web "
"天劫高手","Q112980292","studio = 淘金娛樂（{{lang"
"太极侠","Q3285128","studio = [[中国电影集团]]<br />[[万达集团]]<br />[[Village Roadshow Pictures]] "
"總有驕陽","Q648977","studio = {{link-en"
"拳霸天下","Q724960","studio = {{le"
"摩托黑幫","Q113668560","studio = {{Plainlist"
"天气预报员 (电影)","Q60296","studio = [[逃脱艺匠]] "
"有话好好说","Q2318622","studio = {{flagicon"
"森林保衛戰","Q245366","studio = [[梦工场动画]] "
"我的美麗與哀愁","Q11074948","studio = [[中央電影事業股份有限公司]]"
"極限戰士 (戰鎚40000)","Q529758","studio = | distributor = "
"花果飄零","Q119518521","studio = 二月電影 "
"無人駕駛 (2000年電影)",NA,"studio = [[銀河映像(香港)有限公司]]<br />[[美亞電影製作有限公司]]<small>'''出品'''</small> "
"內布拉斯加 (電影)","Q3337646","studio = [[FilmNation Entertainment]] "
"超急快遞","Q1320875","studio = Paramount Pictures, Pariah "
"咖啡·愛情","Q20950014","studio = {{plainlist"
"咖啡男女","Q36063304","studio = Vol Media "
"戰爭機器 (2017年電影)","Q21463782","studio = {{Plainlist"
"27件禮服的秘密","Q220154","studio = [[二十世紀福斯]]<br />{{le"
"柏·本漢：我的隔離日記","Q107069381","studio = | genre = *{{tsl"
"致命罗密欧","Q748080","studio = 银色公司 "
"白噪音 (2022年電影)","Q107377383","studio = {{Plainlist"
"一夜惊喜","Q14565636","studio = {{flagicon"
"33：重生奇蹟","Q15727192","studio = [[Alcon Entertainment]]<br />[[Phoenix Pictures]]<br>[[RatPac-Dune Entertainment"
"最遙遠的距離","Q5937065","studio = 安樂影片有限公司 "
"史賓賽的機密任務","Q58814558","studio = {{Plainlist"
"鬼裔","Q58313660","studio = {{Plainlist"
"考古奪寶","Q83952292","studio = {{Plainlist"
"狼行者","Q68681463","studio = {{plainlist"
"唐頓莊園：全新世代","Q106577763","studio = {{plainlist"
"出棋制勝","Q15409303","studio = {{Plainlist"
"与我结婚","Q73543375","studio = {{Plainlist"
"我是路人甲","Q20062392","studio = {{flagicon"
"鬼來電2","Q2062601","studio = [[角川書店映畫株式會社]] "
"慕尼黑交鋒","Q104007933","studio = 渦輪製片 "
"28天","Q221098","studio = {{plainlist"
"血肉森林2：剝皮熱","Q1622862","studio = {{ubl"
"球來就打","Q15900170","studio = | distributor = [[中環娛樂代理]]<br />[[威視電影發行]] "
"霍兰先生的乐章","Q564893","studio = Interscope Communications<br />{{link-en"
"吸血鬼學院","Q13217284","studio = {{Plainlist"
"隔山有眼 (2006年電影)","Q1141519","studio = [[探照燈影業]] "
"到不了的地方","Q17000874","studio = {{ubl"
"第七傳人","Q74579","studio = [[傳奇影業]] "
"铁血精英","Q1320416","studio = Ambience Entertainment<br />Palomar Pictures<br />Omnilab Media "
"迷途之心","Q73896894","studio = {{Plainlist"
"兵人","Q1138936","studio = {{plainlist"
"森林之子毛克利","Q19595098","studio = {{Plainlist"
"玩命特區","Q13435412","studio = [[EuropaCorp]]<br />[[Canal+]]<br />[[Ciné+]]<br />[[D8 (TV channel)"
"平壤怪兽","Q1137583","studio = Korean Film Studio "
"瞞天機密","Q50825136","studio = {{Plainlist"
"頭號殺姬Ava","Q57986045","studio = {{Plainlist"
"敵對同謀","Q694140","studio = Samuels Media<br />[[城堡石娛樂公司]]<br />Mirage Entertainment<br />[[Section Eight Productions]]<br />Clayton Productions "
"白塔之光","Q116444371","studio = 大吉影業<br>峨影集团 "
"麥兜噹噹伴我心","Q6801036","studio = [[博善廣識有限公司]] "
"換人殺砍砍","Q73536996","studio = {{Plainlist"
"逃出亞馬遜","Q28173325","studio = 巴伯電影（{{lang"
"生物突擊隊 (電視劇)","Q116896366","studio = [[DC工作室]] "
"元首的面孔","Q1133887","studio = [[華特迪士尼動畫工作室]] "
"愛情像母狗","Q474098","studio = | distributor = Nu Vision(墨西哥)<br />狮门(国际)<br /> Filmax International(西班牙) "
"我是布萊克","Q23823458","studio = {{plainlist"
"終極救援","Q246086","studio = {{le"
"证人 (1985年电影)","Q488041","studio = 愛德華·S·弗里德曼製作 "
"向政府說不","Q2620241","studio = {{flagicon"
"錄到鬼3：姻屍錄","Q246391","studio = | distributor = "
"美國刺客","Q26882523","studio = {{le"
"雙肥臨門","Q5299778","studio = | distributor = [[德寶電影公司]] "
"電視台風雲","Q572165","studio = [[米高梅电影公司]]<br />[[联合艺术家制片公司]] "
"天外魔花","Q45386","studio = | distributor = "
"维多利亚与阿卜杜勒","Q27701609","studio = {{plainlist"
"設拉子的九月","Q18153900","studio = G-地影業（{{lang"
"希望温泉","Q327214","studio = [[米高梅公司]]<br />[[Mandate Pictures]]<br />[[Escape Artists]] "
"大海啸之鲨口逃生","Q970746","studio = Darclight Films "
"慾謀","Q487271","studio = {{link-en"
"I型起源","Q15635667","studio = {{Plain list "
"神奇四侠 (1994年电影)","Q2628001","studio = [[康斯坦丁影业]] "
"马斯顿教授和神奇女侠","Q27204179","studio = {{Plainlist"
"不朽者 (電視劇)","Q66023741","studio = | genre = 電視劇原聲帶 "
"邊緣禁地 (電影)","Q106329715","studio = {{Plain list"
"高年級姐妹會","Q48672553","studio = {{Plainlist"
"洪水來臨前","Q26869689","studio = | distributor = [[國家地理頻道]] "
"喜歡你喜歡我","Q7748990","studio = [[潇湘电影集团]]<br>香港侏罗纪影业 "
"这时对，那时错","Q20652078","studio = Jeonwonsa Film "
"格林兄弟幻險記","Q707880","studio = [[米高梅公司]]<br />Mosaic Media Group<br />[[亞特拉斯娛樂]]<br />'''未掛名'''：<br />[[頂峰娛樂]]<br />[[溫斯坦影業]]<br /> "
"奔馳吧！小馬王","Q97289392","studio = [[夢工廠動畫公司]] "
"世紀婚魘","Q112878296","studio = {{plainlist"
"血腥死亡营","Q886669","studio = American Eagle Films<ref name=afi>{{cite web"
"玩命法則","Q3061599","studio = {{ubl "
"禁忌的遊戲","Q976558","studio = Silver Films "
"火線赤子情","Q497262","studio = [[通道影業]]<br />{{link-en"
"不可抗力 (电影)","Q10706553","studio = Plattform Produktion "
"七夜怪譚","Q19866947","studio = {{Plainlist"
"反恐戰場","Q467582","studio = {{ubl"
"塞尔玛游行","Q17183770","studio = {{plainlist}} *Cloud Eight Films *Celador Films *[[Harpo Films]] *[[百代電影公司]] *[[Plan B Entertainment]] "
"弗兰西丝·哈","Q5478692","studio = RT Features<br />Pine District Pictures<br />Scott Rudin Productions "
"紐約愛未眠","Q16822530","studio = [[仙境影视公司]] "
"超能計畫","Q57246586","studio = {{Plainlist"
"先生你哪位","Q389548","studio = {{link-en"
"燃烧的巴黎圣母院","Q106489375","studio = {{plainlist"
"新年前夜 (電影)","Q1052260","studio = [[New Line Cinema]]<br/>Wayne Rice Films<br/>Karz Entertainment "
"永夜漂流","Q71767482","studio = {{Plainlist"
"美人们与流血事件","Q113445202","studio = {{Plainlist"
"女巫也瘋狂2","Q109284173","studio = {{Plainlist"
"神奇海盗团","Q1137359","studio = [[阿德曼动画]]<br />[[索尼动画]] "
"少年斯派维的奇异旅行","Q211222","studio = Epithète Films<br>Tapioca Films<br>Filmarto<br>France 2 Cinéma<br>Orange Cinéma Séries<br>[[法国电视台]] "
"中國龍 (電影)","Q10874843","studio = 长宏影视股份有限公司 "
"鬼來電完結篇","Q2067075","studio = [[角川書店映畫株式會社]] "
"寻找幸福的赫克托","Q15922298","studio = Egoli Tossell Film<br />Film Afrika Worldwide<br />Erfttal Film<br />German Federal Film Board<br />Screen Siren Pictures "
"比得兔 (電影)","Q27964337","studio = {{Plainlist"
"擋不住的奇蹟","Q642410","studio = [[Clavius Base]] "
"心有千千結","Q11072102","studio = 大眾電影事業股份有限公司 "
"別闖陰陽界","Q514348","studio = Stonebridge Entertainment<ref name=afi>{{cite web"
"割喉岛","Q1051496","studio = {{ubl"
"金翅雀 (電影)","Q48672402","studio = {{plainlist"
"新宿天鵝","Q43746194","studio = {{link-en"
"晶兵總動員","Q1332263","studio = {{plainlist"
"影子大亨","Q313998","studio = {{Plainlist"
"偷月迷情","Q878964","studio = {{Plainlist"
"我老婆係賭聖","Q11074963","studio = |distributor = [[影王朝有限公司]] "
"電影版妖怪手錶：誕生的秘密喵！","Q21160200","studio = [[OLM"
"故園風雨後 (電影)","Q661141","studio = {{Plainlist"
