"title","wikibase_item","Distributor"
"同妻俱樂部","Q18150372","distributor = [[Netflix]] "
"愛情來了 (電影)","Q22100137","distributor = [[中央電影公司]] "
"阿姐萬萬醉","Q22074948","distributor = [[STX娛樂]]<br />威望國際（臺灣）<br />[[洲立影片發行（香港）]] "
"藍精靈：迷失的村莊","Q15985075","distributor = [[哥倫比亞電影公司]] "
"他的最後願望","Q55635341","distributor = [[Netflix]] "
"瀟灑搶一回","Q20762674","distributor = [[華納兄弟]] "
"凡夫俗子","Q503313","distributor = [[派拉蒙影業]] "
"神經刀與飛天貓","Q5463390","distributor = {{BHKG}}：[[永高影片發行有限公司]] "
"失控 (電影)","Q14339915","distributor = [[A24 (公司)"
"烈火邊境","Q19730988","distributor = [[STX娛樂]] "
"抓狂美術館","Q27237522","distributor = {{tsl"
"超級經理人","Q13534379","distributor = {{flagicon"
"搜索者","Q276769","distributor = [[華納兄弟影業]] "
"虎尾 (电影)","Q56281252","distributor = Netflix "
"倫敦神探","Q28443753","distributor = [[BBC]] "
"林世榮 (電影)","Q1015720","distributor = [[橙天嘉禾"
"情事 (意大利電影)","Q514531","distributor = 西诺·戴尔·达卡 "
"桃色風雲搖擺狗","Q623443","distributor = [[新線影業]] "
"生存者 (2016年電影)","Q20814798","distributor = {{tsl"
"幻之光","Q3273809","distributor = | released = {{Film date"
"正義聯盟：閃電俠之逆轉","Q12125315","distributor = [[華納家庭影視]] "
"貝多芬未緣曲","Q1347019","distributor = [[米高梅公司]] "
"獄火重生：金昌洙","Q28699638","distributor = Kidari Ent、Kiwi Company "
"練習曲 (電影)","Q5928635","distributor = [[華納兄弟"
"伴娘我最大","Q837264","distributor = [[環球影業]] "
"彩虹小馬：小馬國女孩—彩虹搖滾","Q15728879","distributor = Screenvision<br>Shout! Factory (DVD)<br>Discovery Family<br>(TV premiere) "
"非法999","Q17144452","distributor = [[開路影業]]<ref name=""THR"">{{cite news"
"重案實錄O記","Q3347519","distributor = 新寶娛樂有限公司 "
"偷天遊戲","Q1216770","distributor = [[聯美]]<br />[[米高梅]] "
"得閒炒飯","Q2837459","distributor = | released = {{HKG}}：{{film date"
"麥兜响噹噹","Q4845703","distributor = [[電影發展基金]]<br>[[鐳射企業有限公司]]"
"永久居留","Q1057852","distributor = GOLDEN SCENE "
"全員惡人最終章","Q29825890","distributor = [[華納兄弟"
"飛上枝頭變烏鴉","Q20992484","distributor = HBO電影 "
"東京家族 (電影)","Q11524787","distributor = [[松竹]] "
"第六感追緝令2","Q810012","distributor = [[康斯坦丁影業]]（德國）<br />Araba Films（西班牙）<br />{{link-en"
"絕對緘默","Q116995834","distributor = [[Netflix]] "
"Live殺人網站","Q947355","distributor = {{tsl"
"血之期中考2","Q488327","distributor = {{KOR}} Mirovision Inc. "
"午夜狂奔","Q847802","distributor = [[環球影業]] "
"送信到哥本哈根","Q2482907","distributor = [[Lions Gate Entertainment"
"大食懶加菲貓","Q917543","distributor = Mediatoon International Distribution "
"红樱桃","Q7303878","distributor = {{BHKG}}：[[橙天嘉禾"
"波士顿法律","Q308984","distributor = {{Link-en"
"西楚霸王 (电影)","Q5225834","distributor = [[銀都機構有限公司]]<ref name=""museum"">{{cite web"
"公元2000","Q2813848","distributor = [[寰亞電影發行有限公司]] "
"處女情緣","Q16913682","distributor = {{link-en"
"香港舞男","Q28414796","distributor = 新寶娛樂有限公司 "
"機動警察劇場版","Q497306","distributor = [[松竹]] "
"馬羅 (2022年電影)","Q109510942","distributor = [[开路影业]]<br>{{le"
"奪標 (電影)","Q10942673","distributor = [[光線影業有限公司]] "
"至暗之时","Q964657","distributor = [[顶峰娱乐]] (美国)<br />[[20世纪福斯]] (俄罗斯) "
"背靠背，脸对脸","Q15907735","distributor = [[西安电影制片厂]]<br>[[森信电影制作公司]] "
"鬼娃新娘之鬼娃也有種","Q925421","distributor = {{link-en"
"校墓處","Q986522","distributor = Shaw Organisation "
"血戰：最後的吸血鬼 (電影)","Q1199756","distributor = （香港）[[安樂影片有限公司]]<br />（日本）Asmik Ace Entertainment Inc. "
"十三刺客 (2010年電影)","Q186810","distributor = {{flagicon"
"對倒","Q55719261","distributor = 影意志"
"笑傲江湖 (2000年新加坡電視劇)","Q7746872","distributor = | channel = [[新傳媒8頻道"
"轟天龍虎會","Q16202837","distributor = | released = 1989年11月4日 "
"生态箱 (电影)","Q63352785","distributor = |released = {{电影日期"
"水銀蒸發令","Q267321","distributor = [[環球影業]] "
"停車 (電影)","Q3365468","distributor = 甜蜜生活製作有限公司 "
"衝鋒飛車隊續集","Q426663","distributor = [[華納兄弟]] "
"女高怪談3：狐狸階梯","Q487541","distributor = [[CINE2000]] "
"心靈投手","Q1212198","distributor = [[華特迪士尼影業]] "
"超级马里奥兄弟 (电影)","Q535550","distributor = [[華特迪士尼工作室電影]] (United States)<ref name=""afi"" /><br />{{tsl"
"科技浩劫","Q17050502","distributor = {{link-en"
"魔宮傳奇 (1986年電影)","Q155018","distributor = [[二十世紀福斯]]<br />{{small"
"倒數反擊","Q59238943","distributor = {{Plainlist"
"群龍戲鳳","Q3373968","distributor = [[新寶娛樂有限公司 (香港)]] "
"龙年 (电影)","Q471932","distributor = {{Plainlist"
"哥倫布傳","Q190765","distributor = [[派拉蒙電影公司]]<br />{{small"
"2013我愛HK恭囍發財","Q4027389","distributor = [[洲立影片發行（香港）"
"轟天復仇","Q3896119","distributor = {{flagicon"
"失蹤的女孩：長島連續殺人事件","Q57524645","distributor = [[Netflix]] "
"自拍 (电视剧)","Q16840992","distributor = [[華納兄弟電視公司"
"憤怒鳥 (動畫)","Q769943","distributor = [[AdMob]] "
"珈琲時光","Q708210","distributor = | released = {{film date"
"紐約我愛你","Q44935","distributor = [[威望迪"
"爱是妥协","Q584766","distributor = 美国地区：<br />[[索尼影视娱乐]]<br />[[哥伦比亚影业公司]]<br />美国以外地区：<br />[[华纳兄弟]] "
"瘦魔人","Q32067466","distributor = {{link-en"
"獄火重生","Q1355015","distributor = {{le"
"锡尔弗顿之围","Q111672402","distributor = | released = {{USA}}︰2022年<ref>{{Cite web"
"落跑雞：雞塊新時代","Q60836051","distributor = [[Netflix]] "
"寻找小糖人","Q287708","distributor = [[Studio Canal]] (UK)<br>NonStop Entertainment (Sweden)<br>[[索尼经典影片]] (US) "
"龍鳳茶樓 (電影)","Q3272536","distributor = 新寶娛樂有限公司 "
"桃色機密","Q1330619","distributor = [[华纳兄弟]] "
"整蠱王","Q22773725","distributor = [[嘉禾電影"
"勝負反手拍","Q24067722","distributor = [[福克斯探照燈影業]] "
"戰略迷魂","Q3589","distributor = [[派拉蒙影業]] "
"賭王之王","Q832728","distributor = [[米拉麥克斯影業]] "
"致命摇篮","Q837536","distributor = [[华纳兄弟]] "
"十全大補男","Q1146296","distributor = [[華納兄弟]] "
"馴龍高手 (電視影集)","Q276990","distributor = {{Plainlist"
"别惹猫咪：追捕虐猫者","Q80546046","distributor = [[Netflix]] "
"她媽媽的公主","Q1327078","distributor = Sophie Dulac Distribution "
"鋼琴課 (未上映電影)","Q117842630","distributor = [[Netflix]] "
"纳粹疯淫史","Q210509","distributor = [[二十世紀影業"
"咪走堂","Q498906","distributor = [[派拉蒙]] "
"破釜沉舟 (美国电视剧)","Q1321071","distributor = | network = [[美国广播公司"
"原來愛·就是甜蜜","Q10911163","distributor = | channel = [[新传媒U频道]]、[[民視]]同步 "
"女郎我最兔","Q466959","distributor = [[哥倫比亞影業]] "
"晚春","Q743203","distributor = [[松竹]] [[New Yorker Films]] "
"小教父","Q1055332","distributor = [[华纳兄弟]] "
"凶宅兒魂","Q923911","distributor = {{flagicon"
"全民小英雄","Q84598869","distributor = [[Netflix]] "
"點對點 (2014年電影)","Q27962966","distributor = 高先電影有限公司 "
"血肉森林：從頭開始","Q22674100","distributor = {{tsl"
"不勞而禍","Q766427","distributor = [[派拉蒙影業]] "
"風流劍客走天涯","Q313315","distributor = [[United Artists]] {{small"
"傲慢与偏见 (1940年电影)","Q940014","distributor = [[米高梅公司]] "
"特朗勃","Q18692630","distributor = {{link-en"
"我們的故事未完待續","Q18152566","distributor = [[福斯探照灯影业]] "
"偶然 (電影)","Q13642776","distributor = | released = {{HKG-1959}}：{{film date"
"神的女儿","Q1763559","distributor = 福克斯电影公司 "
"冰峰逃生","Q27964596","distributor = [[二十世紀福斯]]<ref name=insight/> "
"得閒飲茶","Q11071105","distributor = 洲立影片發行（香港）有限公司 "
"108悍將","Q60590159","distributor = {{le"
"超人 (1978年電影)","Q213053","distributor = [[華納兄弟]]（美國）<br />[[哥倫比亞影業"
"我們撞到外星人","Q1164753","distributor = [[環球影業]] "
"宇宙小奇兵","Q4018081","distributor = [[Disney-ABC Domestic Television]] "
"玩命直播","Q19865410","distributor = [[獅門影業]] "
"西班牙三紳士","Q736731","distributor = [[雷電華電影]] "
"女巫前傳 (上)","Q24797403","distributor = [[環球影業]] "
"双龙出手","Q3598715","distributor = [[環球影業]] {{small"
"惊涛飓浪","Q48674494","distributor = {{plainlist"
"绝命派对","Q6061296","distributor = 三和娛樂國際有限公司<br>[[华纳兄弟]] "
"逆天奇緣","Q769527","distributor = {{flagicon"
"血之期中考：死題","Q486065","distributor = {{KOR}} SK Telecom "
"雙峰 (第三季)","Q23971551","distributor = [[Showtime電視網]] "
"無野之城","Q1028330","distributor = GOLDEN SCENE"
"喷神James","Q543721","distributor = [[Gametrailers]]<br/>{{tsl"
"歐洲歌唱大賽：火焰傳說","Q67456281","distributor = [[Netflix]] "
"青蛙王子 (電影)","Q15914746","distributor = 邵氏兄弟（香港）有限公司 "
"小野田的丛林万夜","Q107456690","distributor = {{link-fr"
"終極獵殺令","Q84710090","distributor = {{plainlist"
"美國狼人","Q467290","distributor = {{Plainlist"
"中国之抗战","Q7715853","distributor = {{tsl"
"孤雛淚 (電影)","Q141359","distributor = [[哥倫比亞影業]] "
"戀愛恐慌症","Q11074357","distributor = {{ROC}}[[博偉電影股份有限公司]] "
"18歲未婚媽媽的秘密","Q8837829","distributor = | channel = CGV "
"不夜城 (小說)","Q18694677","distributor = {{flagicon"
"舞后","Q5215487","distributor = CJ Entertainment "
"終極鬥士","Q1269212","distributor = [[米拉麥克斯]] "
"賈方復仇記","Q817261","distributor = {{tsl"
"青春年少 (电影)","Q1347393","distributor = [[華特迪士尼工作室電影"
"枕边禁书","Q1211345","distributor = |released = [[美國]]：{{start date"
"流浪者 (印度電影)","Q858681","distributor = Esquire Ltd. (Asia)"
"終極堡壘","Q106880585","distributor = {{Plainlist"
"欢迎来到东莫村","Q496718","distributor = {{le"
"數造天才","Q18134529","distributor = Bankside Films<BR>[[娛藝]] "
"杀戮演绎","Q7712287","distributor = [[Det Danske Filminstitut]] {{small"
"八公犬物語","Q1750530","distributor = 松竹富士 "
"不沉的太陽","Q872689","distributor = [[東寶株式會社"
"慾海慈航","Q389348","distributor = Show East "
"別闖陰陽界 (2017年電影)","Q26252643","distributor = {{Plainlist"
"怪獸檔案","Q6684266","distributor = [[探索傳播]] "
"聖慾","Q55595776","distributor = Pathé Distribution（法國）<br />[[安樂影片]] （香港）<br />[[車庫娛樂]]（台灣） "
"救難小福星 (電影)","Q106075513","distributor = [[Disney+]] "
"女高怪談2 鬼戀人","Q2505604","distributor = CINE2000 "
"少年正義聯盟 (動畫)","Q785430","distributor = {{le"
"12怒漢：大審叛","Q175014","distributor = {{link-ru"
"限時救援 (2017年電影)","Q20649262","distributor = [[開路影業]]（美國）<br>甲上娛樂（臺灣） "
"天降財神 (1976年電影)","Q1195431","distributor = British Lion Films "
"保持愛你","Q10887666","distributor = [[金牌大風電影有限公司]] "
"暗戀桃花源 (電影)","Q11090355","distributor = [[三本有限公司]] "
"新羔羊醫生",NA,"distributor = | studio = [[創夢星製作有限公司]] "
"鐵金剛勇破太空城","Q334780","distributor = [[聯美"
"年輕的維多利亞","Q755171","distributor = {{Plainlist"
"天劫：救贖之戰","Q18811589","distributor = {{Plainlist"
"谜一样的双眼","Q748851","distributor = [[索尼經典影片]] "
"舞孃騙很大","Q61951916","distributor = {{Plainlist"
"英雄不流淚","Q465009","distributor = {{tsl"
"殘酷食人族","Q861445","distributor = {{plainlist"
"血肉森林3：帶原者","Q5015413","distributor = {{plainlist"
"摇滚年代","Q651060","distributor = [[华纳兄弟]]<br />[[新线影业]] "
"椿三十郎","Q575014","distributor = [[東寶電影公司"
"无法无天 (2012年电影)","Q253901","distributor = [[溫斯坦影業]]<br />{{link-en"
"粉红豹 (2006年电影)","Q844497","distributor = [[米高梅]]<br />[[哥伦比亚影业]]<br>[[20世纪福克斯]]（英国） "
"歡樂酒店","Q732063","distributor = [[CBS Television Distribution]] "
"浪漫風暴","Q1127709","distributor = [[華納兄弟]] "
"曼羅奇遇記","Q16248866","distributor = [[二十世紀福斯]] "
"愛情摩天輪","Q27703144","distributor = 亞馬遜影業 "
"古惑女之決戰江湖","Q10913325","distributor = [[橙天嘉禾"
"死間行動","Q85790963","distributor = {{Plainlist"
"辣死你妈传人","Q110779894","distributor = [[w:ms:Metrowealth Pictures"
"國務卿女士","Q16875508","distributor = {{tsl"
"兩公婆今晚玩大咗","Q1139801","distributor = [[二十世紀霍士]] "
"小镇疑云","Q4972159","distributor = | network = [[獨立電視台"
"再說一次我愛你 (電影)","Q4728509","distributor = {{CHN}} [[保利博纳]]"
"東成西就2011","Q5328957","distributor = [[中國電影公司"
"天地雄心","Q1084746","distributor = {{HKG-1959}} [[中国星集团有限公司]] "
"福祿雙霸天","Q109767","distributor = [[環球影業]] "
"溝女不離三兄弟","Q15074451","distributor = {{flagicon"
"緊急追捕令","Q110206","distributor = [[華納兄弟]] "
"樂高玩電影2","Q23796643","distributor = [[華納兄弟]] "
"謎飛空姐","Q55635222","distributor = {{Plainlist"
"世界新闻 (电影)","Q73537408","distributor = [[环球影业]]（美國）<br/>[[Netflix]]（國際） "
"復仇好閨蜜","Q113258929","distributor = [[Netflix]] "
"我唾棄你的墳墓2","Q15039856","distributor = [[Anchor Bay Films]] "
"索命影帶2","Q7906333","distributor = {{le"
"新绿野仙踪","Q428158","distributor = [[环球影业]] "
"舞力全開4 3D","Q81044","distributor = {{Plainlist"
"巡弋飛彈 (電影)","Q180279","distributor = [[華納兄弟]] "
"驚聲尖叫 (電視劇)","Q18645277","distributor = [[溫斯坦影業]] "
"八月三十一日，我在奧斯陸","Q401566","distributor = | released = {{Film date"
"脸庞，村庄","Q29406094","distributor = Le Pacte "
"來去美國","Q493755","distributor = [[派拉蒙影業]] "
"哭泣的男人","Q103817549","distributor = [[华纳兄弟影业]] "
"避風港 (電視劇)","Q864422","distributor = {{tsl"
"蒐屍魔","Q1954593","distributor = [[Freestyle Releasing]]<br/>[[LD Entertainment]] "
"刺馬 (電影)","Q2248898","distributor = [[邵氏公司"
"深刻入骨","Q25136469","distributor = [[Netflix]] "
"南方公园剧场版","Q656118","distributor = 美国：[[派拉蒙]]<br />海外：[[华纳兄弟]] "
"政客誠實中","Q79277344","distributor = {{flagicon"
"小熊維尼大電影","Q922193","distributor = [[华特迪士尼工作室电影]] "
"没完没了","Q7476281","distributor = | "
"吸血鬼就在隔壁","Q268824","distributor = [[正金石影業]] "
"卢克·凯奇 (电视剧)","Q20646602","distributor = [[Netflix]] <br>[[Disney+]]（串流平台） "
"一天 (韓國電影)","Q29652910","distributor = {{flagicon"
"大江东去 (1954年电影)","Q1470997","distributor = [[二十世纪福克斯]] "
"最想念的季節 (電影)","Q11091760","distributor = [[中央電影公司]] "
"刀背藏身","Q43379942","distributor = 保利影業投資有限公司 [中國]<br>重慶保利萬和電影院線有限責任公司 "
"枫 (电影)","Q65056112","distributor = | released = 1980年 "
"猛男姦獄","Q939728","distributor = [[Sony Pictures Home Entertainment]]<br>[[HBO Video]] "
"當真愛來敲門","Q895137","distributor = 米拉麥克斯影業 "
"云上的日子","Q768966","distributor = {{Plainlist"
"看上去很美","Q1865804","distributor = [[Fortissimo Films]]（荷兰） "
"關鍵復仇","Q21218461","distributor = [[華納兄弟"
"暴力效應","Q300439","distributor = {{plainlist"
"恐怖拜訪","Q652592","distributor = [[華納兄弟]] "
"辛亥雙十","Q17500801","distributor = [[中央電影公司]] "
"天作之盒","Q10939085","distributor = | released = {{film date"
"悲慘世界 (2019年電影)","Q63246549","distributor = Le Pacte (法國)<br>[[亞馬遜公司]] (美國)<br>First Distributors (香港) "
"發達秘笈",NA,"distributor = 百鳴影業有限公司 "
"魔女搵老襯","Q464252","distributor = [[二十世紀霍士]]<br /> {{le"
"星際寶貝2：史迪奇有問題","Q1122127","distributor = [[Walt Disney Studios Home Entertainment]] "
"下海","Q56452658","distributor = | released = 2017年10月16日（[[釜山國際電影節"
"阿嬰","Q87877516","distributor = 永高影片發行有限公司（香港） "
"二百三高地","Q10880293","distributor = [[東映]] "
"上帝之手 (2021年电影)","Q104856751","distributor = [[Netflix]] "
"飛躍羚羊","Q85847899","distributor = | rate = "
"惡女馬克白","Q28869534","distributor = {{Plainlist"
"百货战警","Q1194768","distributor = [[哥倫比亞影業]] "
"我的大嚿父母","Q11074914","distributor = 廣州市英揚傳播事業有限公司<br />[[東方娛樂"
"大醉俠","Q1170354","distributor = [[邵氏公司"
"红气球 (1956年电影)","Q1199519","distributor = 伊利亚·洛珀特 "
"賢妻 (2017年電影)","Q28318271","distributor = [[索尼经典电影]] "
"處女之泉","Q753141","distributor = [[Janus Films]] "
"琼斯先生","Q30963297","distributor = {{link-en"
"热血青年","Q15934324","distributor = | released = {{HK}}：{{film date"
"從地心竄出7：尖叫島","Q83726487","distributor = {{le"
"芭比公主魅力學園","Q2762172","distributor = [[环球影业]] "
"迪克·特雷西","Q1209853","distributor = [[华特迪士尼电影工作室]] "
"菲洛梅娜","Q3381163","distributor = [[The Weinstein Company]] "
"汉娜姐妹","Q845057","distributor = [[猎户座影业]] "
"倒數行動","Q15715647","distributor = 艾茲美娛樂{{small"
"怪談協會","Q23888478","distributor = 嘉禾娛樂事業有限公司 (香港) "
"霓虹惡魔","Q19750881","distributor = {{Plainlist"
"幽靈空間","Q17763215","distributor = [[Netflix]] "
"光靈","Q27825886","distributor = [[Netflix]] "
"神勇雙響炮","Q988036","distributor = [[嘉禾電影"
"阿達一族2 (2021年電影)","Q100292318","distributor = {{Plain list"
"惩罚者 (2004年电影)","Q909802","distributor = {{Plainlist"
"百星酒店","Q9620656","distributor = {{flagicon"
"在一起 (電影)","Q10928133","distributor = {{flagicon"
"夜孔雀","Q19263880","distributor = <!-- or: "
"异种2","Q602389","distributor = [[米高梅]] "
"蠻戰之森","Q99591764","distributor = [[Netflix]] "
"公寓春光","Q270510","distributor = [[聯美"
"陰間大法師2","Q112865900","distributor = [[華納兄弟影業]] "
"戰神傳說","Q6907590","distributor = 新寶娛樂有限公司 (香港) "
"蜘蛛頭監獄","Q104094034","distributor = [[Netflix]] "
"汉娜","Q170268","distributor = {{Plainlist"
"金臂童","Q4386065","distributor = [[邵氏公司"
"艾达，怎么了？","Q97765712","distributor = {{plainlist"
"愛的過去進行式：真愛永遠","Q85321374","distributor = [[Netflix]] "
"炮彈飛車","Q759359","distributor = [[20世紀福斯]] "
"新郎不是我","Q463938","distributor = [[哥倫比亞電影公司]] "
"仙樂飄飄","Q7991747","distributor = 電影人製作有限公司 "
"死神的精確度","Q11125227","distributor = [[華納兄弟]]（日本）<br>[[學者電影]]（台灣） "
"完美的世界","Q174683","distributor = [[华纳兄弟公司]] "
"阿特米斯奇幻歷險 (電影)","Q12302227","distributor = [[Disney+]] "
"戰略陰謀：終極獵殺","Q28170380","distributor = {{le"
"美女與野獸：貝兒的奇幻世界","Q595300","distributor = [[華特迪士尼家庭娛樂公司]] "
"午夜人肉列車","Q2030471","distributor = {{plainlist"
"封锁 (电影)","Q99897499","distributor = [[华纳兄弟影业]] "
"天黑請斃命","Q107071554","distributor = {{Plainlist"
"X檔案：征服未來","Q1129381","distributor = [[二十世紀福斯]] "
"工厂大门","Q8665","distributor = [[卢米埃尔"
"第一類型危險","Q3203073","distributor = [[金公主娛樂"
"夢幻女郎","Q329056","distributor = 夢工廠<br />派拉蒙電影 "
"阿波羅18號 (電影)","Q29733","distributor = [[次元影業]] "
"比得兔兔","Q61951873","distributor = [[索尼影視娛樂]] "
"妙想天开","Q25057","distributor = [[二十世紀福斯]]（國際）<br />[[环球影業]]（北美） "
"歡迎光臨奇幻城堡","Q29514872","distributor = [[A24 (公司)"
"判決 (電影)","Q28923729","distributor = {{Plainlist"
"科倫拜校園事件 (電影)","Q165394","distributor = [[米高梅"
"鬼馬智多星",NA,"distributor = [[金公主娛樂有限公司]] "
"天劫高手","Q112980292","distributor = {{le"
"紅場飛龍",NA,"distributor = [[金公主娛樂有限公司]] "
"太极侠","Q3285128","distributor = [[环球影业]] "
"總有驕陽","Q648977","distributor = [[米拉麥克斯影業]] "
"拳霸天下","Q724960","distributor = [[華納兄弟]]（美國和英國）<br />[[UGC影城"
"创智赢家 (美国真人秀)","Q1440964","distributor = | channel = [[美国广播公司]]（美国）[[CTV 2]]（加拿大） "
"我们的故事之沉默的年代2","Q105427198","distributor = Golden Village Pictures "
"心魔 (2009年电影)","Q11072184","distributor = {{flagicon"
"屍城30夜","Q224117","distributor = [[哥倫比亞影業]] "
"摩托黑幫","Q113668560","distributor = [[二十世紀影業]] "
"叛逆暗殺","Q388950","distributor = [[華納兄弟]] "
"天气预报员 (电影)","Q60296","distributor = [[派拉蒙电影公司]] "
"大唐玄奘","Q20716682","distributor = 环球兄弟时代文化传媒<br/> "
"衝出寧靜號","Q691611","distributor = [[環球影業]] "
"有话好好说","Q2318622","distributor = | released = 1997年5月16日 "
"曼哈頓 (電影)","Q731310","distributor = [[聯藝電影]] "
"東宮西宮 (電影)","Q1277970","distributor = | released = 1998年7月24日（美国） "
"森林保衛戰","Q245366","distributor = [[派拉蒙影业]] "
"我的美麗與哀愁","Q11074948","distributor = | music = [[林暐哲]]、[[李欣芸]]、李奕青"
"極限戰士 (戰鎚40000)","Q529758","distributor = | released = {{Film date"
"脆弱的变化","Q603433","distributor = {{lang"
"花果飄零","Q119518521","distributor = | released = {{Film date"
"無人駕駛 (2000年電影)",NA,"distributor = [[金馬娛樂有限公司]] "
"內布拉斯加 (電影)","Q3337646","distributor = [[Paramount Vantage]] (美国)<br>[[Diaphana Distribution]] (法国) "
"超急快遞","Q1320875","distributor = 博偉 "
"常在我心","Q11060294","distributor = | released = {{flagicon"
"咖啡·愛情","Q20950014","distributor = {{plainlist"
"最後的詩句","Q30948306","distributor = | channel = [[公視主頻]] "
"咖啡男女","Q36063304","distributor = {{lk"
"姐姐立正向前走","Q5305734","distributor = | channel = [[湖南衛視]] "
"戰爭機器 (2017年電影)","Q21463782","distributor = [[Netflix]] "
"27件禮服的秘密","Q220154","distributor = [[二十世紀福斯]] "
"遠古外星人","Q2501910","distributor = [[A+E电视网]] "
"独行杀手","Q618499","distributor = {{Plainlist"
"异狂国度","Q50822507","distributor = [[Netflix]] "
"柏·本漢：我的隔離日記","Q107069381","distributor = [[Netflix]] "
"深海尋人","Q3316690","distributor = 香港东方电影发行有限公司<br>Grand Brilliance "
"忠義群英","Q7457499","distributor = [[新寶娛樂有限公司]] "
"致命罗密欧","Q748080","distributor = [[华纳兄弟"
"杰森一家","Q457409","distributor = |starring=[[George O'Hanlon]]<br />[[Penny Singleton]]<br />[[Janet Waldo]]<br />[[Daws Butler]]<br />[[Mel Blanc]]<br />[[Don Messick]]<br />[[Jean Vander Pyl]] "
"綁架丁丁當","Q25259036","distributor = | released = {{film date"
"初戀無限Touch","Q30942946","distributor = 百分百電影製作發行公司 "
"醉拳III","Q56864","distributor = 新一代 "
"白噪音 (2022年電影)","Q107377383","distributor = [[Netflix]] "
"一夜惊喜","Q14565636","distributor = {{flagicon"
"諜影迷情","Q1138005","distributor = {{Unbulleted list"
"铁窗喋血","Q684150","distributor = 华纳兄弟——七艺公司（{{lang"
"谍网","Q19866569","distributor = {{link-en"
"最遙遠的距離","Q5937065","distributor = {{flagicon"
"一个勺子","Q18228443","distributor = 宁波枫海传媒科技股份有限公司 "
"史賓賽的機密任務","Q58814558","distributor = [[Netflix]] "
"鬼裔","Q58313660","distributor = 獵戶座影業 "
"考古奪寶","Q83952292","distributor = [[Netflix]] "
"狼行者","Q68681463","distributor = {{Plainlist"
"唐頓莊園：全新世代","Q106577763","distributor = {{unbulleted list"
"俠骨仁心 (電影)","Q10887928","distributor = | released = {{HKG}}：{{film date"
"聖杯騎士","Q3198000","distributor = Ascot Elite Entertainment Group<br />Pinema<br />Sun Distribution "
"出棋制勝","Q15409303","distributor = {{link-en"
"酒佬日記","Q675937","distributor = [[福斯探照燈影業]] "
"与我结婚","Q73543375","distributor = [[环球影业]] "
"雙面情人 (電影)","Q470624","distributor = [[米拉麥克斯影業]]<br> [[派拉蒙電影公司]] "
"美麗緣未了","Q936425","distributor = [[華納獨立影片公司]] "
"我是路人甲","Q20062392","distributor = {{flagicon"
"不速之客 (2002年電影)","Q990976","distributor = [[探照灯影业]] "
"飛天小女警大電影","Q1199301","distributor = [[華納兄弟]] "
"鬼來電2","Q2062601","distributor = [[東寶]] "
"慕尼黑交鋒","Q104007933","distributor = [[Netflix]] "
"28天","Q221098","distributor = 哥倫比亞影業 "
"血肉森林2：剝皮熱","Q1622862","distributor = [[狮门影视公司]] "
"球來就打","Q15900170","distributor = [[中環娛樂代理]]<br />[[威視電影發行]] "
"桃太郎大顯神威","Q11112241","distributor = [[台欣有限公司]] "
"精裝追女仔2004","Q24835173","distributor = 晶藝電影事業有限公司 "
"長輩 (電影)","Q3331295","distributor = | released = {{BHKG}}：{{film date"
"夏日悄悄話","Q110161848","distributor = Break Out Pictures "
"霍兰先生的乐章","Q564893","distributor = [[好莱坞影片]]<br />{{small"
"吸血鬼學院","Q13217284","distributor = {{Plainlist"
"殊不簡單","Q959051","distributor = [[狮门娛樂]] "
"爵士乐歌星","Q465087","distributor = [[华纳兄弟]] "
"隔山有眼 (2006年電影)","Q1141519","distributor = [[探照燈影業]] "
"到不了的地方","Q17000874","distributor = {{flagicon"
"第七傳人","Q74579","distributor = [[環球影業]] "
"铁血精英","Q1320416","distributor = Open Road Films<ref name=""mojo""/><br />基美影业（中国大陆） "
"親密關係 (電影)","Q185071","distributor = [[派拉蒙電影公司]] "
"迷途之心","Q73896894","distributor = [[Apple TV+]] "
"射鵰英雄傳 (1977年電影)","Q7719874","distributor = [[邵氏公司"
"記憶神探","Q590572","distributor = {{link-en"
"兵人","Q1138936","distributor = [[華納兄弟]] "
"隔壁的男孩殺過來","Q15624045","distributor = [[環球影業]] "
"森林之子毛克利","Q19595098","distributor = [[Netflix]] "
"白色緞帶","Q158023","distributor = | released = 2009年5月21日（[[第62屆坎城影展"
"陨落星辰","Q928429","distributor = [[特纳电视网"
"玩命特區","Q13435412","distributor = [[Warner Bros.]] (英国)<br>[[Relativity Media]] (美国) "
"平壤怪兽","Q1137583","distributor = Korean Film Studio "
"瞞天機密","Q50825136","distributor = {{Plainlist"
"頭號殺姬Ava","Q57986045","distributor = {{tsl"
"弊傢伙…搞大咗","Q222800","distributor = [[環球影業]] "
"敵對同謀","Q694140","distributor = [[华纳兄弟]]（美國）<br />[[百代電影公司]]（英國） "
"白塔之光","Q116444371","distributor = | studio = 大吉影業<br>峨影集团 "
"麥兜噹噹伴我心","Q6801036","distributor = [http://www.panorama.com.hk 鐳射企業有限公司] "
"星际旅行VII：日换星移","Q723679","distributor = [[派拉蒙电影公司]] "
"換人殺砍砍","Q73536996","distributor = [[環球影業]] "
"逃出亞馬遜","Q28173325","distributor = 雨傘娛樂（{{lang"
"生物突擊隊 (電視劇)","Q116896366","distributor = | network = {{le"
"元首的面孔","Q1133887","distributor = [[雷电华电影]] "
